fico,age,missed_payments,default
654.6698190913073,41.597464693130085,0.0,0.0
629.5054912656116,47.94347414806818,1.0,0.0
614.6725224627228,23.888461524244285,2.0,1.0
698.7607353676343,38.165667788450016,0.0,0.0
690.6596931336188,45.715240391279764,0.0,0.0
637.1375881572952,49.634784780664916,0.0,0.0
724.826737840429,46.294375734224545,0.0,0.0
579.0674195920177,30.55851216942858,0.0,1.0
704.4287127630372,47.27197873304889,0.0,0.0
673.8215568734672,43.09328754710954,0.0,0.0
657.4336439366664,48.16514240657487,1.0,0.0
694.1714768439429,50.95115901325842,0.0,0.0
633.2100566278679,41.87760731709213,0.0,0.0
619.47791437956,49.49373843177022,1.0,0.0
617.3708041443582,39.68333539378381,1.0,1.0
650.4235648616318,37.93065558071342,1.0,0.0
699.4562415206882,34.95413166393486,0.0,0.0
656.6069051174923,35.49263217022353,0.0,0.0
698.3629616118326,40.547098651244596,0.0,0.0
759.4660809490773,30.263933818596357,1.0,0.0
646.9096048790557,42.37383089172383,0.0,0.0
670.6650822175095,24.22999175261848,1.0,1.0
757.1213862676402,44.40186511604285,0.0,0.0
644.2165258182143,42.03549019093265,0.0,0.0
650.6175055650776,33.9689590158808,1.0,0.0
620.7859480846057,40.89953458891715,1.0,0.0
682.3206269664789,32.17549197590943,0.0,0.0
644.7780618397843,28.29048679019315,1.0,0.0
703.0829823179647,38.70444171368069,0.0,0.0
723.0526329203693,31.170054695156505,1.0,0.0
675.7805872448638,43.972774196959335,0.0,0.0
676.9229094564203,38.02067397082001,0.0,0.0
656.8273231325337,33.44731218369942,1.0,0.0
625.3900055865204,48.1289750912303,1.0,0.0
652.8692722096722,22.055094785129008,0.0,0.0
671.5199632946247,30.656806153975317,0.0,0.0
671.1752156558405,30.57459506101266,0.0,0.0
676.266444143768,32.18146805448715,1.0,0.0
657.6430963108096,26.08092854710465,1.0,1.0
685.2420332577713,28.00131141297284,0.0,0.0
709.973625279064,44.74078024156799,0.0,0.0
746.9903210202435,47.31264024504052,0.0,0.0
618.0616321649649,38.673755622407775,1.0,1.0
671.639799775284,34.289131934784926,0.0,0.0
749.2850927074127,35.611741713128865,0.0,0.0
590.8584384611119,34.017782758246135,1.0,0.0
701.071295573939,29.83348166490293,1.0,1.0
713.998759099398,34.5177962001248,0.0,0.0
617.1393295916054,39.78417384662806,2.0,1.0
675.9811759094978,40.33174839094998,1.0,0.0
604.7192270392152,32.83304124459659,1.0,1.0
686.3568889073243,42.62224289611609,2.0,0.0
767.4245880344147,39.364225420976595,0.0,0.0
713.2952532757122,36.941446352904265,0.0,0.0
576.8392562849665,43.813263015377245,2.0,1.0
682.8018411783313,35.89181336427762,0.0,0.0
683.3473487044891,33.94981897801647,2.0,1.0
668.5144995012776,34.926727183569376,1.0,0.0
577.5784555633236,36.82806842707455,2.0,1.0
751.4240216751382,41.75072305475964,1.0,0.0
695.0878688608857,45.128290268661935,1.0,0.0
622.2819761039126,33.48586252821016,1.0,1.0
658.3183980111089,24.952468288608447,4.0,1.0
623.4792470036388,27.746015889038894,2.0,1.0
683.1708642070421,37.78725934299079,0.0,0.0
607.6435300016266,31.028498784778503,1.0,1.0
642.455811038164,55.495263598817246,2.0,0.0
566.1387463851048,28.080797047821832,1.0,1.0
609.0120560901836,44.75039661848721,0.0,0.0
737.2021545946665,47.254289823879354,2.0,0.0
671.9002636367047,48.19071517139077,1.0,0.0
699.7843324276535,45.84531377852233,0.0,0.0
679.4135194856501,34.55816661591328,0.0,0.0
678.7985892044584,28.199168993240427,0.0,1.0
707.8560063681557,45.59117166186598,0.0,0.0
613.5856585333437,42.094123885565075,0.0,0.0
714.2857947681057,40.558251792676934,0.0,0.0
692.4278927547706,37.85828812529827,0.0,0.0
711.3034797899179,45.468555165215676,1.0,0.0
687.6919104641245,53.07083153861861,0.0,0.0
597.4832935001393,28.60560850683778,2.0,1.0
701.2672331773679,38.464006519857556,2.0,1.0
595.2198104537675,32.56610374146316,1.0,1.0
730.876650216922,45.10113748913041,0.0,0.0
625.1503011641272,36.884217381366355,0.0,0.0
648.7795490976551,30.064597746673872,0.0,0.0
715.1817710367108,49.04797849223044,0.0,0.0
744.2121846375861,44.06733523280556,1.0,0.0
682.7192039510535,47.578220056558635,0.0,0.0
643.1616965058196,30.44277478246096,2.0,0.0
728.2733588218387,41.00792702031856,0.0,0.0
561.2170648444542,31.948774070253645,1.0,0.0
666.722089744391,49.54140559169842,1.0,0.0
641.1017363156717,32.50535645719702,1.0,1.0
668.2400308042431,30.867101822321864,2.0,0.0
718.1394328335905,38.46514191916543,1.0,0.0
563.8056279230855,37.64810019294518,1.0,0.0
660.7856856960351,43.457355787130446,0.0,0.0
676.8122304088154,18.836444566549382,1.0,1.0
667.250762582448,31.78748582278433,4.0,1.0
701.5215954027369,46.90309615907722,0.0,0.0
592.968298459912,38.10501087275159,1.0,0.0
721.6426074709856,36.52445175236508,0.0,0.0
713.8851284214762,39.03618760772517,0.0,0.0
707.475622026388,32.84102277741558,2.0,0.0
653.317088949702,31.303961106879907,2.0,1.0
689.2620122898236,28.22621439461068,1.0,1.0
643.5423397620204,35.75430707105614,0.0,0.0
638.7402794627602,40.48815028777966,0.0,0.0
644.3658559660671,35.66630110022957,0.0,0.0
669.9932787766518,46.23851871887737,1.0,0.0
695.3169852269482,38.47871409331369,2.0,0.0
795.8110898141551,33.455492611294844,1.0,0.0
644.8280933074695,45.24498456516672,0.0,0.0
598.6425928606791,37.82690828043753,1.0,0.0
700.2258569524278,32.49499180033264,0.0,0.0
671.6424528644136,37.98923817247997,0.0,0.0
603.0715555704578,37.02803262211468,0.0,0.0
721.3843723840806,45.17429317113099,0.0,0.0
597.7368680402119,33.52959070066917,0.0,0.0
666.1541339814331,35.27685467533869,0.0,0.0
642.2305195926642,25.15580661029139,0.0,1.0
681.3282357933826,42.91622053447248,3.0,0.0
698.821859203137,29.245252109406792,3.0,1.0
627.9898521062164,25.993986986459962,1.0,1.0
653.9996112820289,37.53645899021228,0.0,0.0
673.1439317918745,30.010989808560076,2.0,0.0
676.3334816302337,32.6160940119869,1.0,0.0
720.4194537232149,48.66274042319288,2.0,0.0
610.4048218996442,29.955845682526725,1.0,1.0
673.3700415135718,46.05167114118082,0.0,0.0
667.7132624251509,39.43316184725594,3.0,0.0
609.9098237599492,36.32647508457925,2.0,1.0
651.8922637998335,30.59007099662393,1.0,0.0
650.8099533887564,35.87737981221721,0.0,0.0
622.6267513350181,43.391963328117804,0.0,1.0
723.2270056271125,37.91106636942525,1.0,0.0
718.6557992438723,33.32309302486941,1.0,0.0
688.6045632139097,25.731743890815874,1.0,0.0
705.4873068697007,31.97791590577252,2.0,0.0
627.5820630985221,24.53637041689835,0.0,0.0
689.3445407290656,40.25574997812346,0.0,0.0
562.4254310549823,36.93202457335511,0.0,0.0
657.4188858057429,35.316296703078145,0.0,0.0
670.9549403398274,32.473758125401204,0.0,0.0
688.1781372527407,41.25768119169496,0.0,0.0
685.57999633829,43.86878845749674,2.0,0.0
747.8229548709766,49.59360396082238,0.0,0.0
724.1275177929824,35.956718936943055,1.0,0.0
681.8790726375607,30.820447351570145,0.0,0.0
708.0547098683016,41.334436464569464,0.0,0.0
656.2325255660149,36.457528867245365,0.0,0.0
727.2902934745196,24.168189948822082,1.0,1.0
698.0556374923917,43.95201555569163,1.0,0.0
564.1990695682002,36.62410797097813,1.0,0.0
725.6783615055949,41.688870698802205,0.0,0.0
633.6992978117615,46.28763109604576,1.0,0.0
698.3603607626142,41.21575308568373,0.0,0.0
644.5416062078162,50.08295411910049,0.0,0.0
636.4074253514177,29.413721713894564,0.0,1.0
672.6379355642059,37.98887715890028,0.0,0.0
656.6658519815206,45.05010235418742,0.0,0.0
705.4693928177041,29.063914847956408,0.0,1.0
661.658194880393,34.21429216084452,3.0,1.0
634.9397001835475,35.431118780492476,1.0,0.0
731.7058732284104,31.963860653421207,1.0,0.0
661.9983271675849,26.16969063625859,1.0,1.0
675.5856215226585,39.51592371147487,1.0,0.0
690.9204993232042,40.95922882868888,3.0,0.0
686.6579225765298,41.29353837490199,1.0,0.0
783.3370295991106,40.298358688670085,1.0,0.0
686.3680349300975,22.179978047197128,3.0,1.0
574.3296708586646,47.77880967335165,1.0,0.0
620.5742136201171,25.633668678252498,0.0,0.0
776.7369241528946,31.205610088696528,0.0,0.0
709.367506147566,41.63548720337071,1.0,0.0
628.4561349589361,31.71421866516782,3.0,1.0
643.4648851552146,44.81393530297891,3.0,0.0
586.333576449796,27.535529160937504,1.0,1.0
682.0035394097147,39.52929614526116,1.0,0.0
742.2337737272544,40.33423672073048,0.0,0.0
699.167075509719,39.51183287925803,1.0,0.0
688.0474558317617,39.877031976030885,2.0,0.0
644.0134830667223,22.66123135452009,0.0,1.0
599.6144915062495,45.99576819867528,1.0,0.0
676.4771736892615,37.9479496583196,1.0,1.0
615.8959785775202,43.460734775609325,0.0,0.0
757.7568203554458,46.923877658936036,1.0,0.0
660.3128457393959,33.102503209128585,2.0,0.0
715.4006858126605,27.043954354379665,1.0,1.0
609.7702081060673,34.816959590896786,0.0,1.0
734.1288002765267,45.283528658000805,1.0,0.0
614.14549201454,44.195478873731176,0.0,0.0
615.6633184988204,55.57373066403913,0.0,0.0
653.4854485481625,46.074394149207556,0.0,0.0
700.5278131133183,27.185587379799735,0.0,1.0
676.5194988890578,43.0856003693707,0.0,0.0
630.1033243588936,43.22449046800606,1.0,0.0
650.742531349399,46.77955818683704,1.0,0.0
590.751015690162,43.4539168165146,1.0,0.0
661.2646053557297,47.15824246921936,0.0,0.0
658.932532629486,43.02785908496555,2.0,0.0
728.4562906511627,38.229285669762106,2.0,0.0
698.6468096173672,37.00091834355041,0.0,0.0
689.1290586036755,32.85844988826705,1.0,0.0
689.8698627537983,42.91350099530729,0.0,0.0
769.5820096524541,41.11467090190401,1.0,0.0
703.0638949213826,22.70042270390325,1.0,0.0
676.7927382770641,36.497531075002044,0.0,0.0
663.4250605559316,39.6835222948237,0.0,0.0
610.328210202513,26.053484118145832,1.0,1.0
607.1663095505191,33.1968177907638,1.0,0.0
684.2752781366243,45.702442532512094,0.0,0.0
617.5522469115832,42.24629313396204,0.0,0.0
722.1050972802855,37.91770327249995,0.0,0.0
661.5102912343021,49.814843143594956,1.0,0.0
678.9165098578266,33.888432663621835,1.0,0.0
593.2755969275463,44.94632010914368,1.0,0.0
679.1389701445382,38.593165963679574,0.0,0.0
620.4522332528742,49.401500649836635,0.0,0.0
687.0981026623462,39.50763183166188,1.0,0.0
638.107209915164,32.9309265702546,1.0,1.0
712.2381742793602,38.23673826504209,0.0,0.0
740.9570494860022,47.49836717816209,1.0,0.0
795.2211348258966,24.424057278852878,0.0,0.0
662.9538109368009,48.03187365674545,0.0,0.0
702.4658798562784,26.582995844908844,2.0,0.0
669.3366996870194,26.554872880811715,0.0,0.0
729.4918111075319,39.47236490987214,1.0,0.0
668.2642058725562,41.51833805853216,1.0,0.0
679.7100956501969,38.11570673191576,1.0,0.0
664.3663762041954,25.910677804920137,0.0,1.0
729.839259047112,37.988616417637175,0.0,0.0
665.3024670675636,41.084877308850494,0.0,0.0
639.6457656691928,39.95404044112096,1.0,0.0
717.9415334256839,42.05580917169528,4.0,0.0
698.0192596636067,26.140290398889242,1.0,1.0
727.0657428299745,46.76253894002866,2.0,0.0
777.932185539629,46.824627055335256,1.0,0.0
770.4336284357339,47.62924246013328,1.0,0.0
639.8926039645221,47.900756319480344,0.0,0.0
681.6173558169467,21.827703865127905,0.0,1.0
723.890812371271,33.81187094116651,0.0,0.0
626.5601482940647,50.084554659205686,0.0,0.0
637.3410830647626,34.63863722589954,0.0,1.0
615.5794358313797,52.89296147804857,1.0,0.0
666.859105583404,41.27844157498283,1.0,0.0
713.9868393002222,30.503628569012065,1.0,0.0
